 &plot nbnd=  46, nks=   270 /
            0.000000  0.000000  0.000000
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.040  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.000  -38.000  -37.996  -37.992
  -37.988  -37.985  -28.825  -28.825  -28.731  -28.731  -28.731  -28.731   -5.291   -5.266
   -3.988   -3.940    3.220    3.457    7.007    7.007    7.008    7.008    7.021    7.850
    8.135    8.135    8.140    8.140    9.035    9.510
            0.000000  0.000000  0.013799
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.040  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.000  -38.000  -37.996  -37.992
  -37.988  -37.985  -28.825  -28.825  -28.731  -28.731  -28.731  -28.731   -5.291   -5.266
   -3.987   -3.940    3.222    3.455    7.007    7.007    7.008    7.008    7.028    7.839
    8.135    8.135    8.140    8.140    9.043    9.508
            0.000000  0.000000  0.027599
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.040  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.000  -38.000  -37.996  -37.992
  -37.988  -37.985  -28.825  -28.825  -28.731  -28.731  -28.731  -28.731   -5.290   -5.267
   -3.986   -3.941    3.228    3.448    7.007    7.007    7.008    7.008    7.047    7.807
    8.135    8.136    8.139    8.140    9.066    9.499
            0.000000  0.000000  0.041398
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.040  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.000  -38.000  -37.996  -37.992
  -37.988  -37.985  -28.825  -28.825  -28.731  -28.731  -28.731  -28.731   -5.289   -5.268
   -3.984   -3.944    3.238    3.436    7.007    7.007    7.008    7.008    7.079    7.757
    8.136    8.136    8.139    8.139    9.100    9.484
            0.000000  0.000000  0.055197
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.040  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.000  -38.000  -37.996  -37.992
  -37.988  -37.985  -28.825  -28.825  -28.731  -28.731  -28.731  -28.731   -5.287   -5.269
   -3.981   -3.947    3.252    3.420    7.007    7.007    7.008    7.008    7.123    7.694
    8.136    8.136    8.139    8.139    9.143    9.464
            0.000000  0.000000  0.068997
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.040  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.000  -38.000  -37.996  -37.992
  -37.988  -37.985  -28.825  -28.825  -28.731  -28.731  -28.731  -28.731   -5.286   -5.271
   -3.977   -3.950    3.269    3.401    7.007    7.007    7.008    7.008    7.177    7.622
    8.136    8.136    8.139    8.139    9.189    9.438
            0.000000  0.000000  0.082796
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.040  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.000  -38.000  -37.996  -37.992
  -37.988  -37.985  -28.825  -28.825  -28.731  -28.731  -28.731  -28.731   -5.283   -5.274
   -3.973   -3.954    3.289    3.379    7.007    7.007    7.008    7.008    7.239    7.544
    8.137    8.137    8.138    8.138    9.238    9.407
            0.000000  0.000000  0.096595
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.040  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.000  -38.000  -37.996  -37.992
  -37.988  -37.985  -28.825  -28.825  -28.731  -28.731  -28.731  -28.731   -5.281   -5.276
   -3.968   -3.959    3.310    3.356    7.007    7.007    7.007    7.008    7.310    7.464
    8.137    8.137    8.138    8.138    9.285    9.370
            0.000000  0.000000 -0.110395
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.040  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.000  -38.000  -37.996  -37.992
  -37.988  -37.985  -28.825  -28.825  -28.731  -28.731  -28.731  -28.731   -5.279   -5.278
   -3.964   -3.963    3.333    3.333    7.007    7.007    7.007    7.007    7.385    7.386
    8.137    8.137    8.138    8.138    9.329    9.330
            0.000000  0.072169  0.000000
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.823  -28.823  -28.739  -28.739  -28.733  -28.733   -5.234   -5.209
   -3.960   -3.913    3.293    3.530    6.829    6.831    6.911    7.062    7.063    7.531
    8.036    8.041    8.155    8.340    9.031    9.461
            0.000000  0.072169  0.013799
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.823  -28.823  -28.739  -28.739  -28.733  -28.733   -5.234   -5.209
   -3.960   -3.913    3.295    3.528    6.829    6.831    6.917    7.062    7.063    7.525
    8.036    8.041    8.156    8.335    9.039    9.458
            0.000000  0.072169  0.027599
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.823  -28.823  -28.739  -28.739  -28.733  -28.733   -5.233   -5.210
   -3.958   -3.915    3.301    3.520    6.829    6.831    6.934    7.062    7.063    7.508
    8.036    8.041    8.157    8.321    9.061    9.451
            0.000000  0.072169  0.041398
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.823  -28.823  -28.739  -28.739  -28.733  -28.733   -5.232   -5.211
   -3.956   -3.917    3.311    3.508    6.829    6.831    6.962    7.062    7.063    7.479
    8.037    8.041    8.160    8.300    9.093    9.438
            0.000000  0.072169  0.055197
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.823  -28.823  -28.739  -28.739  -28.733  -28.733   -5.231   -5.213
   -3.953   -3.920    3.325    3.492    6.830    6.831    7.000    7.062    7.063    7.441
    8.037    8.040    8.165    8.277    9.133    9.421
            0.000000  0.072169  0.068997
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.823  -28.823  -28.739  -28.739  -28.733  -28.733   -5.229   -5.215
   -3.950   -3.923    3.342    3.473    6.830    6.831    7.047    7.062    7.063    7.393
    8.037    8.040    8.170    8.254    9.176    9.398
            0.000000  0.072169  0.082796
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.823  -28.823  -28.739  -28.739  -28.733  -28.733   -5.227   -5.217
   -3.945   -3.927    3.361    3.452    6.830    6.831    7.062    7.063    7.100    7.339
    8.038    8.039    8.178    8.233    9.220    9.371
            0.000000  0.072169  0.096595
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.823  -28.823  -28.739  -28.739  -28.733  -28.733   -5.224   -5.219
   -3.941   -3.932    3.383    3.429    6.830    6.830    7.062    7.063    7.158    7.280
    8.038    8.039    8.188    8.215    9.262    9.338
            0.000000  0.072169 -0.110395
  -64.609  -64.609  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.036
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.823  -28.823  -28.739  -28.739  -28.733  -28.733   -5.222   -5.222
   -3.936   -3.936    3.405    3.406    6.830    6.830    7.062    7.062    7.218    7.219
    8.039    8.039    8.200    8.200    9.301    9.303
            0.000000  0.144338  0.000000
  -64.608  -64.608  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.035
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.819  -28.818  -28.762  -28.762  -28.738  -28.738   -5.068   -5.043
   -3.880   -3.835    3.502    3.739    6.365    6.369    6.633    7.048    7.220    7.222
    7.780    7.786    8.121    8.441    8.990    9.292
            0.000000  0.144338  0.013799
  -64.608  -64.608  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.035
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.819  -28.818  -28.762  -28.762  -28.738  -28.738   -5.068   -5.043
   -3.879   -3.835    3.505    3.737    6.365    6.369    6.638    7.044    7.220    7.222
    7.780    7.786    8.122    8.435    8.996    9.291
            0.000000  0.144338  0.027599
  -64.608  -64.608  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.035
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.819  -28.818  -28.762  -28.762  -28.738  -28.738   -5.067   -5.044
   -3.878   -3.836    3.511    3.729    6.366    6.369    6.651    7.034    7.220    7.222
    7.780    7.786    8.127    8.416    9.013    9.286
            0.000000  0.144338  0.041398
  -64.608  -64.608  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.035
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.819  -28.818  -28.762  -28.762  -28.738  -28.738   -5.066   -5.045
   -3.876   -3.838    3.521    3.717    6.366    6.369    6.672    7.017    7.220    7.222
    7.780    7.785    8.135    8.389    9.037    9.277
            0.000000  0.144338  0.055197
  -64.608  -64.608  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.035
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.819  -28.818  -28.762  -28.762  -28.738  -28.738   -5.064   -5.047
   -3.873   -3.841    3.534    3.701    6.366    6.369    6.700    6.993    7.220    7.222
    7.781    7.785    8.146    8.357    9.067    9.266
            0.000000  0.144338  0.068997
  -64.608  -64.608  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.035
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.819  -28.818  -28.762  -28.762  -28.738  -28.738   -5.063   -5.048
   -3.869   -3.844    3.551    3.682    6.366    6.368    6.733    6.964    7.220    7.222
    7.781    7.784    8.161    8.323    9.098    9.251
            0.000000  0.144338  0.082796
  -64.608  -64.608  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.035
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.819  -28.818  -28.762  -28.762  -28.738  -28.738   -5.060   -5.051
   -3.866   -3.848    3.570    3.661    6.367    6.368    6.771    6.930    7.220    7.222
    7.782    7.784    8.179    8.289    9.129    9.233
            0.000000  0.144338  0.096595
  -64.608  -64.608  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.035
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.819  -28.818  -28.762  -28.762  -28.738  -28.738   -5.058   -5.053
   -3.861   -3.853    3.592    3.638    6.367    6.368    6.811    6.892    7.221    7.221
    7.782    7.783    8.202    8.257    9.159    9.211
            0.000000  0.144338 -0.110395
  -64.608  -64.608  -38.046  -38.046  -38.042  -38.042  -38.040  -38.039  -38.036  -38.035
  -38.011  -38.011  -38.007  -38.007  -38.004  -38.004  -38.001  -38.001  -37.995  -37.992
  -37.988  -37.985  -28.819  -28.818  -28.762  -28.762  -28.738  -28.738   -5.056   -5.055
   -3.857   -3.857    3.614    3.615    6.367    6.367    6.852    6.852    7.221    7.221
    7.783    7.783    8.227    8.228    9.186    9.187
            0.000000  0.216506  0.000000
  -64.607  -64.606  -38.046  -38.045  -38.042  -38.041  -38.040  -38.038  -38.036  -38.035
